adp_number,sdp_number,avg_adp_hops,avg_sdp_hops,avg_adp_length,avg_sdp_length,demand,src,dst
3,1,15.00,4,6431.04,1139.86,0,981,735
3,1,14.67,3,5933.94,1000.49,0,951,735
3,1,7.00,1,1361.63,152.23,0,744,735
3,1,11.00,3,6029.80,1030.41,0,981,734
3,1,10.67,2,5532.70,891.04,0,951,734
3,1,8.67,1,3074.45,160.89,0,735,734
3,1,12.67,4,6217.99,1096.84,0,981,733
3,1,12.33,3,5720.90,957.46,0,951,733
3,1,7.67,3,1306.89,220.58,0,744,733
3,1,8.00,4,1510.56,372.82,0,735,733
3,1,22.00,5,8764.90,1229.73,0,981,731
3,1,21.67,4,8267.81,1090.36,0,951,731
3,1,13.67,2,3618.47,242.10,0,744,731
3,1,13.33,3,3612.57,347.58,0,742,731
3,1,13.33,1,3525.63,89.87,0,735,731
3,1,13.00,2,3515.75,250.76,0,734,731
3,1,14.67,5,3767.41,462.69,0,733,731
3,1,16.00,5,6667.71,1131.46,0,981,729
3,1,15.00,4,5925.54,992.09,0,951,729
3,1,8.33,4,1427.09,255.21,0,744,729
3,1,8.67,3,1584.00,249.30,0,742,729
3,1,8.67,5,1630.76,407.44,0,735,729
3,1,12.00,4,4297.54,397.56,0,734,729
3,1,6.67,1,1015.46,34.62,0,733,729
3,1,15.33,6,3887.60,497.31,0,731,729
3,1,8.33,1,2789.86,16.18,0,708,706
3,1,8.67,1,2806.47,17.65,0,708,705
3,1,8.67,2,2807.18,33.83,0,706,705
3,1,10.00,2,2989.17,71.99,0,708,703
3,1,9.33,1,2867.80,55.81,0,706,703
3,1,10.33,3,3006.49,89.64,0,705,703
3,1,7.33,1,4129.66,398.53,0,951,636
3,1,11.00,3,6246.17,1246.78,0,744,636
3,1,10.00,2,5969.93,1141.31,0,742,636
3,1,15.00,4,6690.19,1399.01,0,735,636
3,1,11.00,3,6288.95,1289.57,0,734,636
3,1,12.67,4,6477.14,1355.99,0,733,636
3,1,22.00,5,9024.05,1488.89,0,731,636
3,1,15.33,5,6681.79,1390.61,0,729,636
3,1,8.00,2,4364.83,929.02,0,993,6
3,1,5.67,4,3394.61,1310.17,0,941,6
3,1,6.00,5,3034.88,950.62,0,939,6
3,1,6.00,3,3480.63,752.61,0,934,6
3,1,6.00,4,3617.28,1360.24,0,933,6
3,1,11.00,3,5953.11,1013.12,0,981,138
3,1,10.67,2,5456.02,873.74,0,951,138
3,1,13.67,4,3643.96,378.97,0,731,138
3,1,7.67,2,1190.65,118.34,0,729,138
3,1,11.00,3,6212.27,1272.27,0,636,138
3,1,10.33,3,5516.59,818.92,0,1248,993
3,1,3.33,2,1693.33,230.67,0,1248,941
3,1,3.00,1,1669.83,217.00,0,1248,934
3,1,3.67,3,1822.00,453.53,0,1248,933
3,1,7.33,1,3743.63,476.89,0,1247,993
3,1,4.67,3,3085.20,559.03,0,1247,934
3,1,5.33,4,3237.37,1166.85,0,1247,933
3,1,8.67,2,4383.05,690.80,0,1246,993
3,1,4.00,2,2225.77,345.31,0,1246,934
3,1,4.67,3,2377.94,952.94,0,1246,933
2,2,2.00,2,451.31,451.31,0,937,935
2,2,4.50,4,2311.88,1801.85,0,935,932
2,2,3.00,3,1571.06,1571.06,0,933,932
2,2,3.00,3,1571.06,1571.06,0,941,931
2,2,4.00,4,2052.70,2161.22,0,934,931
2,2,9.00,9,1420.52,1420.52,0,746,743
2,2,2.00,2,559.95,559.95,0,745,742
2,2,9.00,9,1420.52,1420.52,0,747,739
2,2,9.00,9,1420.52,1420.52,0,745,737
2,2,9.00,9,1569.87,1569.87,0,742,737
2,2,9.00,9,1420.52,1420.52,0,749,735
2,2,3.00,3,1093.81,1093.81,0,745,734
2,2,9.00,9,1420.52,1420.52,0,736,733
2,2,9.00,9,1420.52,1420.52,0,750,731
2,2,9.00,9,1420.52,1420.52,0,741,729
2,2,3.00,3,382.68,382.68,0,709,707
2,2,3.00,3,382.68,382.68,0,706,704
2,2,6.00,6,4223.01,4223.01,0,941,635
2,2,7.00,7,4382.93,3708.39,0,939,635
2,2,6.00,6,3652.63,3652.63,0,929,635
2,2,13.00,13,6788.10,6788.39,0,941,402
2,2,14.00,14,6273.48,6273.48,0,939,402
2,2,13.00,13,6217.72,6217.72,0,929,402
2,2,9.00,9,1420.52,1420.52,0,730,138
2,2,4.00,4,2534.23,2534.23,0,1249,932
2,2,3.00,3,1892.79,1892.79,0,1248,932
2,2,4.00,4,2715.17,2715.17,0,1248,635
2,2,11.00,11,5280.26,5280.26,0,1248,402
2,2,2.00,2,1688.79,1688.79,0,1247,635
2,2,10.00,10,4895.60,4895.60,0,1246,402
2,2,2.00,2,1026.38,1026.38,0,1249,1246
2,1,10.50,3,5596.70,1527.89,0,993,981
2,1,9.50,2,4641.99,782.25,0,993,951
2,1,14.00,8,7742.81,3102.29,0,981,941
2,1,13.00,7,6788.10,2356.64,0,951,941
2,1,15.00,9,7228.19,3378.79,0,981,939
2,1,14.00,8,6273.48,2633.14,0,951,939
2,1,7.50,5,4754.15,1769.77,0,993,937
2,1,15.50,8,8273.94,3297.66,0,981,937
2,1,14.50,7,7319.24,2552.02,0,951,937
2,1,4.50,4,719.09,423.34,0,941,937
2,1,3.50,3,719.40,398.64,0,939,937
2,1,14.50,8,8152.20,3303.69,0,981,935
2,1,13.50,7,7197.50,2558.05,0,951,935
2,1,14.00,7,7742.81,3081.77,0,981,934
2,1,13.00,6,6788.10,2336.13,0,951,934
2,1,4.00,3,1388.76,866.88,0,937,934
2,1,14.50,8,8152.49,3993.50,0,981,933
2,1,13.50,7,7197.78,3247.85,0,951,933
2,1,4.00,3,802.31,260.65,0,937,933
2,1,6.00,4,4223.01,2366.96,0,993,932
2,1,14.00,7,7743.09,3894.85,0,981,932
2,1,13.00,6,6788.39,3149.20,0,951,932
2,1,3.00,1,1571.06,23.54,0,941,932
2,1,3.00,2,1571.06,48.24,0,939,932
2,1,5.50,5,2170.24,910.94,0,937,932
2,1,3.00,2,1892.79,44.06,0,934,932
2,1,6.50,4,4632.41,2369.80,0,993,931
2,1,14.50,7,8152.49,3897.69,0,981,931
2,1,13.50,6,7197.78,3152.05,0,951,931
2,1,3.00,2,1571.06,155.92,0,939,931
2,1,4.50,4,2423.92,356.46,0,937,931
2,1,3.50,2,2302.18,228.69,0,935,931
2,1,3.00,1,1571.06,95.81,0,933,931
2,1,3.00,2,1571.06,1366.90,0,932,931
2,1,14.00,8,7172.42,3296.64,0,981,929
2,1,13.00,7,6217.72,2551.00,0,951,929
2,1,2.50,2,520.13,316.49,0,937,929
2,1,4.00,3,2193.99,130.39,0,932,929
2,1,4.00,3,2304.50,238.06,0,931,929
2,1,18.50,9,6062.51,2378.51,0,993,750
2,1,13.50,8,5494.96,1805.33,0,981,750
2,1,13.50,7,5494.96,1596.26,0,951,750
2,1,22.00,14,8208.63,4769.01,0,941,750
2,1,23.00,15,7694.01,4229.41,0,939,750
2,1,23.50,14,8739.76,4148.28,0,937,750
2,1,22.50,14,8618.02,4154.31,0,935,750
2,1,22.00,13,8208.63,3932.39,0,934,750
2,1,22.50,14,8618.30,4844.12,0,933,750
2,1,22.00,13,8208.91,4745.47,0,932,750
2,1,22.50,13,8618.30,4748.31,0,931,750
2,1,22.00,14,7638.24,4147.26,0,929,750
2,1,18.50,10,6062.51,2436.17,0,993,749
2,1,13.50,9,5494.96,1862.99,0,981,749
2,1,13.50,8,5494.96,1653.92,0,951,749
2,1,22.00,15,8208.63,4826.67,0,941,749
2,1,23.00,16,7694.01,4287.07,0,939,749
2,1,23.50,15,8739.76,4205.94,0,937,749
2,1,22.50,15,8618.02,4211.97,0,935,749
2,1,22.00,14,8208.63,3990.05,0,934,749
2,1,22.50,15,8618.30,4901.78,0,933,749
2,1,22.00,14,8208.91,4803.13,0,932,749
2,1,22.50,14,8618.30,4805.97,0,931,749
2,1,22.00,15,7638.24,4204.92,0,929,749
2,1,9.00,1,1420.52,57.66,0,750,749
2,1,18.50,7,6062.51,2298.40,0,993,747
2,1,13.50,6,5494.96,1725.21,0,981,747
2,1,13.50,5,5494.96,1516.15,0,951,747
2,1,22.00,12,8208.63,4688.90,0,941,747
2,1,23.00,13,7694.01,4149.29,0,939,747
2,1,23.50,12,8739.76,4068.17,0,937,747
2,1,22.50,12,8618.02,4074.20,0,935,747
2,1,22.00,11,8208.63,3852.28,0,934,747
2,1,22.50,12,8618.30,4764.00,0,933,747
2,1,22.00,11,8208.91,4665.35,0,932,747
2,1,22.50,11,8618.30,4668.20,0,931,747
2,1,22.00,12,7638.24,4067.15,0,929,747
2,1,9.00,2,1420.52,80.11,0,750,747
2,1,9.00,3,1420.52,137.77,0,749,747
2,1,18.50,8,6062.51,2336.95,0,993,746
2,1,13.50,7,5494.96,1763.77,0,981,746
2,1,13.50,6,5494.96,1554.70,0,951,746
2,1,22.00,13,8208.63,4727.45,0,941,746
2,1,23.00,14,7694.01,4187.85,0,939,746
2,1,23.50,13,8739.76,4106.72,0,937,746
2,1,22.50,13,8618.02,4112.75,0,935,746
2,1,22.00,12,8208.63,3890.83,0,934,746
2,1,22.50,13,8618.30,4802.56,0,933,746
2,1,22.00,12,8208.91,4703.91,0,932,746
2,1,22.50,12,8618.30,4706.75,0,931,746
2,1,22.00,13,7638.24,4105.70,0,929,746
2,1,9.00,1,1420.52,41.56,0,750,746
2,1,9.00,2,1420.52,99.22,0,749,746
2,1,9.00,1,1420.52,38.55,0,747,746
2,1,10.50,5,4809.06,2095.89,0,993,745
2,1,7.50,4,4852.65,1522.71,0,981,745
2,1,7.50,3,4852.65,1313.65,0,951,745
2,1,14.00,10,6955.17,4486.39,0,941,745
2,1,15.00,11,6440.55,3946.79,0,939,745
2,1,15.50,10,7486.30,3865.66,0,937,745
2,1,14.50,10,7364.57,3871.69,0,935,745
2,1,14.00,9,6955.17,3649.77,0,934,745
2,1,14.50,10,7364.85,4561.50,0,933,745
2,1,14.00,9,6955.45,4462.85,0,932,745
2,1,14.50,9,7364.85,4465.69,0,931,745
2,1,14.00,10,6384.78,3864.65,0,929,745
2,1,9.00,6,1420.52,449.68,0,750,745
2,1,9.00,7,1420.52,507.34,0,749,745
2,1,9.00,4,1420.52,369.57,0,747,745
2,1,9.00,5,1420.52,408.12,0,746,745
2,1,10.50,4,4809.06,2054.63,0,993,744
2,1,14.00,9,6955.17,4445.13,0,941,744
2,1,15.00,10,6440.55,3905.52,0,939,744
2,1,15.50,9,7486.30,3824.40,0,937,744
2,1,14.50,9,7364.57,3830.43,0,935,744
2,1,14.00,8,6955.17,3608.51,0,934,744
2,1,14.50,9,7364.85,4520.23,0,933,744
2,1,14.00,8,6955.45,4421.58,0,932,744
2,1,14.50,8,7364.85,4424.43,0,931,744
2,1,14.00,9,6384.78,3823.38,0,929,744
2,1,9.00,7,1420.52,490.95,0,750,744
2,1,9.00,8,1420.52,548.61,0,749,744
2,1,9.00,5,1420.52,410.84,0,747,744
2,1,9.00,6,1420.52,449.39,0,746,744
2,1,2.00,1,559.95,41.27,0,745,744
2,1,17.00,7,5703.44,2606.14,0,993,743
2,1,14.50,6,5862.57,2032.95,0,981,743
2,1,14.50,5,5862.57,1823.89,0,951,743
2,1,20.50,12,7849.55,4996.64,0,941,743
2,1,21.50,13,7334.93,4457.03,0,939,743
2,1,22.00,12,8380.68,4375.91,0,937,743
2,1,21.00,12,8258.95,4381.94,0,935,743
2,1,20.50,11,7849.55,4160.02,0,934,743
2,1,21.00,12,8259.23,5071.74,0,933,743
2,1,20.50,11,7849.83,4973.09,0,932,743
2,1,21.00,11,8259.23,4975.94,0,931,743
2,1,20.50,12,7279.16,4374.89,0,929,743
2,1,9.00,8,1420.52,378.06,0,750,743
2,1,9.00,7,1420.52,320.40,0,749,743
2,1,9.00,8,1420.52,962.35,0,747,743
2,1,9.00,4,1420.52,592.78,0,745,743
2,1,9.00,3,1420.52,551.51,0,744,743
2,1,9.50,3,4641.99,1896.42,0,993,742
2,1,13.00,8,6788.10,4286.92,0,941,742
2,1,14.00,9,6273.48,3747.32,0,939,742
2,1,14.50,8,7319.24,3666.19,0,937,742
2,1,13.50,8,7197.50,3672.22,0,935,742
2,1,13.00,7,6788.10,3450.30,0,934,742
2,1,13.50,8,7197.78,4362.03,0,933,742
2,1,13.00,7,6788.39,4263.38,0,932,742
2,1,13.50,7,7197.78,4266.22,0,931,742
2,1,13.00,8,6217.72,3665.17,0,929,742
2,1,9.00,6,1569.87,482.09,0,750,742
2,1,9.00,7,1569.87,539.75,0,749,742
2,1,9.00,4,1569.87,401.98,0,747,742
2,1,9.00,5,1569.87,440.53,0,746,742
2,1,9.00,4,1569.87,709.72,0,743,742
2,1,17.00,9,5703.44,2703.79,0,993,741
2,1,14.50,8,5862.57,2130.61,0,981,741
2,1,14.50,7,5862.57,1921.55,0,951,741
2,1,20.50,14,7849.55,5094.29,0,941,741
2,1,21.50,15,7334.93,4554.69,0,939,741
2,1,22.00,14,8380.68,4473.56,0,937,741
2,1,21.00,14,8258.95,4479.59,0,935,741
2,1,20.50,13,7849.55,4257.67,0,934,741
2,1,21.00,14,8259.23,5169.40,0,933,741
2,1,20.50,13,7849.83,5070.75,0,932,741
2,1,21.00,13,8259.23,5073.59,0,931,741
2,1,20.50,14,7279.16,4472.55,0,929,741
2,1,9.00,6,1420.52,280.41,0,750,741
2,1,9.00,5,1420.52,222.75,0,749,741
2,1,9.00,8,1420.52,360.52,0,747,741
2,1,9.00,7,1420.52,321.97,0,746,741
2,1,9.00,6,1420.52,690.43,0,745,741
2,1,9.00,5,1420.52,649.17,0,744,741
2,1,9.00,2,1420.52,97.66,0,743,741
2,1,9.00,6,1569.87,807.37,0,742,741
2,1,17.00,8,5703.44,2683.87,0,993,739
2,1,14.50,7,5862.57,2110.69,0,981,739
2,1,14.50,6,5862.57,1901.63,0,951,739
2,1,20.50,13,7849.55,5074.37,0,941,739
2,1,21.50,14,7334.93,4534.77,0,939,739
2,1,22.00,13,8380.68,4453.64,0,937,739
2,1,21.00,13,8258.95,4459.67,0,935,739
2,1,20.50,12,7849.55,4237.75,0,934,739
2,1,21.00,13,8259.23,5149.48,0,933,739
2,1,20.50,12,7849.83,5050.83,0,932,739
2,1,21.00,12,8259.23,5053.67,0,931,739
2,1,20.50,13,7279.16,4452.63,0,929,739
2,1,9.00,7,1420.52,300.33,0,750,739
2,1,9.00,6,1420.52,242.67,0,749,739
2,1,9.00,8,1420.52,341.89,0,746,739
2,1,9.00,5,1420.52,670.51,0,745,739
2,1,9.00,4,1420.52,629.25,0,744,739
2,1,9.00,1,1420.52,77.74,0,743,739
2,1,9.00,5,1569.87,787.45,0,742,739
2,1,9.00,1,1420.52,19.92,0,741,739
2,1,18.50,12,6062.51,2788.50,0,993,737
2,1,13.50,11,5494.96,2215.32,0,981,737
2,1,14.50,10,5862.57,2006.25,0,951,737
2,1,20.50,17,7849.55,5179.00,0,941,737
2,1,21.50,18,7334.93,4639.40,0,939,737
2,1,22.00,17,8380.68,4558.27,0,937,737
2,1,21.00,17,8258.95,4564.30,0,935,737
2,1,20.50,16,7849.55,4342.38,0,934,737
2,1,21.00,17,8259.23,5254.11,0,933,737
2,1,22.00,16,8208.91,5155.46,0,932,737
2,1,22.50,16,8618.30,5158.30,0,931,737
2,1,20.50,17,7279.16,4557.25,0,929,737
2,1,9.00,3,1420.52,195.70,0,750,737
2,1,9.00,2,1420.52,138.04,0,749,737
2,1,9.00,5,1420.52,275.81,0,747,737
2,1,9.00,4,1420.52,237.26,0,746,737
2,1,9.00,8,1420.52,733.87,0,744,737
2,1,9.00,5,1420.52,182.36,0,743,737
2,1,9.00,3,1420.52,84.71,0,741,737
2,1,9.00,4,1420.52,104.63,0,739,737
2,1,17.00,10,5703.44,2724.68,0,993,736
2,1,14.50,9,5862.57,2151.50,0,981,736
2,1,14.50,8,5862.57,1942.44,0,951,736
2,1,20.50,15,7849.55,5115.19,0,941,736
2,1,21.50,16,7334.93,4575.58,0,939,736
2,1,22.00,15,8380.68,4494.46,0,937,736
2,1,21.00,15,8258.95,4500.49,0,935,736
2,1,20.50,14,7849.55,4278.57,0,934,736
2,1,21.00,15,8259.23,5190.29,0,933,736
2,1,20.50,14,7849.83,5091.64,0,932,736
2,1,21.00,14,8259.23,5094.49,0,931,736
2,1,20.50,15,7279.16,4493.44,0,929,736
2,1,9.00,5,1420.52,259.51,0,750,736
2,1,9.00,4,1420.52,201.85,0,749,736
2,1,9.00,7,1420.52,339.63,0,747,736
2,1,9.00,6,1420.52,301.07,0,746,736
2,1,9.00,7,1420.52,711.33,0,745,736
2,1,9.00,6,1420.52,670.06,0,744,736
2,1,9.00,3,1420.52,118.55,0,743,736
2,1,9.00,7,1569.87,828.27,0,742,736
2,1,9.00,1,1420.52,20.89,0,741,736
2,1,9.00,2,1420.52,40.81,0,739,736
2,1,9.00,2,1420.52,63.81,0,737,736
2,1,11.50,5,5492.26,2282.97,0,993,735
2,1,15.00,10,7638.37,4673.47,0,941,735
2,1,16.00,11,7123.75,4133.87,0,939,735
2,1,16.50,10,8169.51,4052.74,0,937,735
2,1,15.50,10,8047.77,4058.77,0,935,735
2,1,15.00,9,7638.37,3836.86,0,934,735
2,1,15.50,10,8048.05,4748.58,0,933,735
2,1,15.00,9,7638.65,4649.93,0,932,735
2,1,15.50,9,8048.05,4652.77,0,931,735
2,1,15.00,10,7067.99,4051.73,0,929,735
2,1,9.00,8,1420.52,719.30,0,750,735
2,1,9.00,6,1420.52,639.18,0,747,735
2,1,9.00,7,1420.52,677.74,0,746,735
2,1,3.00,2,1093.81,269.61,0,745,735
2,1,9.00,2,1420.52,323.16,0,743,735
2,1,9.00,4,1420.52,420.82,0,741,735
2,1,9.00,3,1420.52,400.90,0,739,735
2,1,9.00,7,1420.52,505.53,0,737,735
2,1,9.00,5,1420.52,441.71,0,736,735
2,1,11.50,4,5342.92,2118.80,0,993,734
2,1,15.00,9,7489.03,4509.30,0,941,734
2,1,16.00,10,6974.41,3969.70,0,939,734
2,1,16.50,9,8020.16,3888.58,0,937,734
2,1,15.50,9,7898.42,3894.61,0,935,734
2,1,15.00,8,7489.03,3672.69,0,934,734
2,1,15.50,9,7898.70,4584.41,0,933,734
2,1,15.00,8,7489.31,4485.76,0,932,734
2,1,15.50,8,7898.70,4488.60,0,931,734
2,1,15.00,9,6918.64,3887.56,0,929,734
2,1,9.00,7,1647.03,704.47,0,750,734
2,1,9.00,8,1647.03,762.13,0,749,734
2,1,9.00,5,1647.03,624.36,0,747,734
2,1,9.00,6,1647.03,662.91,0,746,734
2,1,9.00,3,1647.03,564.49,0,743,734
2,1,9.00,5,1647.03,662.15,0,741,734
2,1,9.00,4,1647.03,642.23,0,739,734
2,1,9.00,8,1647.03,746.86,0,737,734
2,1,9.00,6,1647.03,683.04,0,736,734
2,1,10.50,5,4775.20,2218.44,0,993,733
2,1,14.00,10,6921.32,4608.94,0,941,733
2,1,15.00,11,6406.69,4069.34,0,939,733
2,1,15.50,10,7452.45,3988.21,0,937,733
2,1,14.50,10,7330.71,3994.24,0,935,733
2,1,14.00,9,6921.32,3772.32,0,934,733
2,1,14.50,10,7330.99,4684.04,0,933,733
2,1,14.00,9,6921.60,4585.40,0,932,733
2,1,14.50,9,7330.99,4588.24,0,931,733
2,1,14.00,10,6350.93,3987.19,0,929,733
2,1,9.00,4,1420.52,160.07,0,750,733
2,1,9.00,5,1420.52,217.73,0,749,733
2,1,9.00,2,1420.52,79.96,0,747,733
2,1,9.00,3,1420.52,118.51,0,746,733
2,1,4.00,2,870.69,289.61,0,745,733
2,1,9.00,6,1420.52,882.39,0,743,733
2,1,9.00,8,1420.52,980.04,0,741,733
2,1,9.00,7,1420.52,960.12,0,739,733
2,1,9.00,7,1420.52,355.77,0,737,733
2,1,17.00,6,5703.44,2417.78,0,993,731
2,1,20.50,11,7849.55,4808.28,0,941,731
2,1,21.50,12,7334.93,4268.68,0,939,731
2,1,22.00,11,8380.68,4187.55,0,937,731
2,1,21.00,11,8258.95,4193.58,0,935,731
2,1,20.50,10,7849.55,3971.66,0,934,731
2,1,21.00,11,8259.23,4883.39,0,933,731
2,1,20.50,10,7849.83,4784.74,0,932,731
2,1,21.00,10,8259.23,4787.58,0,931,731
2,1,20.50,11,7279.16,4186.54,0,929,731
2,1,9.00,8,1420.52,508.75,0,749,731
2,1,9.00,7,1420.52,773.99,0,747,731
2,1,9.00,8,1420.52,812.55,0,746,731
2,1,9.00,3,1420.52,404.42,0,745,731
2,1,9.00,1,1420.52,188.35,0,743,731
2,1,9.00,3,1420.52,286.01,0,741,731
2,1,9.00,2,1420.52,266.09,0,739,731
2,1,9.00,6,1420.52,370.72,0,737,731
2,1,9.00,4,1420.52,306.90,0,736,731
2,1,17.00,11,5703.44,2757.59,0,993,730
2,1,14.50,10,5862.57,2184.41,0,981,730
2,1,14.50,9,5862.57,1975.34,0,951,730
2,1,20.50,16,7849.55,5148.09,0,941,730
2,1,21.50,17,7334.93,4608.49,0,939,730
2,1,22.00,16,8380.68,4527.36,0,937,730
2,1,21.00,16,8258.95,4533.39,0,935,730
2,1,20.50,15,7849.55,4311.47,0,934,730
2,1,21.00,16,8259.23,5223.20,0,933,730
2,1,20.50,15,7849.83,5124.55,0,932,730
2,1,21.00,15,8259.23,5127.39,0,931,730
2,1,20.50,16,7279.16,4526.35,0,929,730
2,1,9.00,4,1420.52,226.61,0,750,730
2,1,9.00,3,1420.52,168.95,0,749,730
2,1,9.00,6,1420.52,306.72,0,747,730
2,1,9.00,5,1420.52,268.17,0,746,730
2,1,9.00,8,1420.52,744.23,0,745,730
2,1,9.00,7,1420.52,702.97,0,744,730
2,1,9.00,4,1420.52,151.45,0,743,730
2,1,9.00,8,1569.87,861.17,0,742,730
2,1,9.00,2,1420.52,53.80,0,741,730
2,1,9.00,3,1420.52,73.72,0,739,730
2,1,9.00,1,1420.52,30.91,0,737,730
2,1,9.00,1,1420.52,32.91,0,736,730
2,1,9.00,6,1420.52,474.62,0,735,730
2,1,9.00,7,1647.03,715.95,0,734,730
2,1,9.00,8,1420.52,386.68,0,733,730
2,1,9.00,5,1420.52,339.81,0,731,730
2,1,11.00,6,4881.48,2270.37,0,993,729
2,1,14.50,11,7027.59,4660.87,0,941,729
2,1,15.50,12,6512.97,4121.27,0,939,729
2,1,16.00,11,7558.72,4040.15,0,937,729
2,1,15.00,11,7436.99,4046.17,0,935,729
2,1,14.50,10,7027.59,3824.26,0,934,729
2,1,15.00,11,7437.27,4735.98,0,933,729
2,1,14.50,10,7027.87,4637.33,0,932,729
2,1,15.00,10,7437.27,4640.17,0,931,729
2,1,14.50,11,6457.20,4039.13,0,929,729
2,1,9.00,3,1420.52,108.14,0,750,729
2,1,9.00,4,1420.52,165.80,0,749,729
2,1,9.00,1,1420.52,28.02,0,747,729
2,1,9.00,2,1420.52,66.57,0,746,729
2,1,5.50,3,1102.92,341.55,0,745,729
2,1,9.00,7,1420.52,934.32,0,743,729
2,1,9.00,8,1420.52,1012.06,0,739,729
2,1,9.00,6,1420.52,303.83,0,737,729
2,1,9.00,8,1420.52,367.65,0,736,729
2,1,9.00,7,1420.52,334.74,0,730,729
2,1,22.00,11,9012.34,3828.19,0,993,712
2,1,16.50,10,6198.75,3255.01,0,981,712
2,1,16.50,9,6198.75,3045.95,0,951,712
2,1,25.50,16,11158.45,6218.69,0,941,712
2,1,26.50,17,10643.83,5679.09,0,939,712
2,1,27.00,16,11689.58,5597.97,0,937,712
2,1,26.00,16,11567.84,5603.99,0,935,712
2,1,25.50,15,11158.45,5382.08,0,934,712
2,1,26.00,16,11568.12,6293.80,0,933,712
2,1,25.50,15,11158.73,6195.15,0,932,712
2,1,26.00,15,11568.12,6197.99,0,931,712
2,1,25.50,16,10588.06,5596.95,0,929,712
2,1,18.50,14,4897.48,2264.52,0,750,712
2,1,18.50,13,4897.48,1919.16,0,749,712
2,1,19.50,12,5153.64,2184.40,0,747,712
2,1,19.50,13,5153.64,2222.96,0,746,712
2,1,13.50,8,4613.89,1814.83,0,745,712
2,1,12.50,7,4370.34,1773.57,0,744,712
2,1,18.50,6,4897.48,1598.76,0,743,712
2,1,12.50,8,4370.34,1931.77,0,742,712
2,1,18.50,8,4897.48,1696.42,0,741,712
2,1,18.50,7,4897.48,1676.50,0,739,712
2,1,18.50,11,4897.48,1781.13,0,737,712
2,1,18.50,9,4897.48,1717.31,0,736,712
2,1,11.50,6,4002.74,1545.22,0,735,712
2,1,11.50,7,4002.74,1786.55,0,734,712
2,1,15.50,10,4924.62,2104.45,0,733,712
2,1,11.50,5,4002.74,1410.41,0,731,712
2,1,18.50,10,4897.48,1750.22,0,730,712
2,1,17.00,11,5156.86,2156.38,0,729,712
2,1,22.00,14,9012.34,3986.09,0,993,711
2,1,16.50,13,6198.75,3412.90,0,981,711
2,1,16.50,12,6198.75,3203.84,0,951,711
2,1,25.50,19,11158.45,6376.59,0,941,711
2,1,26.50,20,10643.83,5836.98,0,939,711
2,1,27.00,19,11689.58,5755.86,0,937,711
2,1,26.00,19,11567.84,5761.89,0,935,711
2,1,25.50,18,11158.45,5539.97,0,934,711
2,1,26.00,19,11568.12,6451.69,0,933,711
2,1,25.50,18,11158.73,6353.04,0,932,711
2,1,26.00,18,11568.12,6355.89,0,931,711
2,1,25.50,19,10588.06,5754.84,0,929,711
2,1,18.50,17,4897.48,2422.41,0,750,711
2,1,18.50,16,4897.48,2077.06,0,749,711
2,1,19.50,15,5153.64,2342.30,0,747,711
2,1,19.50,16,5153.64,2380.85,0,746,711
2,1,13.50,11,4613.89,1972.73,0,745,711
2,1,12.50,10,4370.34,1931.46,0,744,711
2,1,18.50,9,4897.48,1756.66,0,743,711
2,1,12.50,11,4370.34,2089.67,0,742,711
2,1,18.50,11,4897.48,1854.31,0,741,711
2,1,18.50,10,4897.48,1834.39,0,739,711
2,1,18.50,14,4897.48,1939.02,0,737,711
2,1,18.50,12,4897.48,1875.20,0,736,711
2,1,11.50,9,4002.74,1703.11,0,735,711
2,1,11.50,10,4002.74,1944.44,0,734,711
2,1,15.50,13,4924.62,2262.34,0,733,711
2,1,11.50,8,4002.74,1568.30,0,731,711
2,1,18.50,13,4897.48,1908.11,0,730,711
2,1,17.00,14,5156.86,2314.27,0,729,711
2,1,11.50,3,4002.74,157.89,0,712,711
2,1,22.00,13,9012.34,3932.03,0,993,710
2,1,16.50,12,6198.75,3358.85,0,981,710
2,1,16.50,11,6198.75,3149.79,0,951,710
2,1,25.50,18,11158.45,6322.53,0,941,710
2,1,26.50,19,10643.83,5782.93,0,939,710
2,1,27.00,18,11689.58,5701.80,0,937,710
2,1,26.00,18,11567.84,5707.83,0,935,710
2,1,25.50,17,11158.45,5485.91,0,934,710
2,1,26.00,18,11568.12,6397.64,0,933,710
2,1,25.50,17,11158.73,6298.99,0,932,710
2,1,26.00,17,11568.12,6301.83,0,931,710
2,1,25.50,18,10588.06,5700.79,0,929,710
2,1,18.50,16,4897.48,2368.36,0,750,710
2,1,18.50,15,4897.48,2023.00,0,749,710
2,1,19.50,14,5153.64,2288.24,0,747,710
2,1,19.50,15,5153.64,2326.79,0,746,710
2,1,13.50,10,4613.89,1918.67,0,745,710
2,1,12.50,9,4370.34,1877.41,0,744,710
2,1,18.50,8,4897.48,1702.60,0,743,710
2,1,12.50,10,4370.34,2035.61,0,742,710
2,1,18.50,10,4897.48,1800.26,0,741,710
2,1,18.50,9,4897.48,1780.34,0,739,710
2,1,18.50,13,4897.48,1884.96,0,737,710
2,1,18.50,11,4897.48,1821.15,0,736,710
2,1,11.50,8,4002.74,1649.06,0,735,710
2,1,11.50,9,4002.74,1890.39,0,734,710
2,1,15.50,12,4924.62,2208.28,0,733,710
2,1,11.50,7,4002.74,1514.25,0,731,710
2,1,18.50,12,4897.48,1854.06,0,730,710
